CODPAR,PROVINCIA,CANTON,PARROQUIA,tipo_infraestructura
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
0115,SANTA ELENA,SALINAS,ANCONCITO,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0115,SANTA ELENA,SALINAS,ANCONCITO,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0115,SANTA ELENA,SALINAS,ANCONCITO,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
1300,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
0205,SANTA ELENA,SANTA ELENA,ATAHUALPA,Pozo
